,time,apparentTemperature,dewPoint,energy,humidity,pressure,temperature,visibility,windBearing,windSpeed,precipType,icon,summary,type
476,2012-08-10 22:00:00,18.49,13.32,0.213333333,0.72,1025.03,18.49,12.96,79,1.89,rain,partly-cloudy-night,Partly Cloudy,Weekday
477,2012-08-10 22:30:00,18.49,13.32,0.206777778,0.72,1025.03,18.49,12.96,79,1.89,rain,partly-cloudy-night,Partly Cloudy,Weekday
478,2012-08-10 23:00:00,18.33,13.44,0.17802222199999998,0.73,1025.03,18.33,12.67,80,2.17,rain,partly-cloudy-night,Partly Cloudy,Weekday
479,2012-08-10 23:30:00,18.33,13.44,0.161155556,0.73,1025.03,18.33,12.67,80,2.17,rain,partly-cloudy-night,Partly Cloudy,Weekday
480,2012-08-11 00:00:00,17.38,13.05,0.15317777800000001,0.76,1024.79,17.38,12.39,86,2.26,rain,partly-cloudy-night,Partly Cloudy,Weekend
481,2012-08-11 00:30:00,17.38,13.05,0.147711111,0.76,1024.79,17.38,12.39,86,2.26,rain,partly-cloudy-night,Partly Cloudy,Weekend
482,2012-08-11 01:00:00,16.91,12.33,0.158111111,0.74,1024.5,16.91,12.3,82,2.28,rain,clear-night,Clear,Weekend
483,2012-08-11 01:30:00,16.91,12.33,0.120555556,0.74,1024.5,16.91,12.3,82,2.28,rain,clear-night,Clear,Weekend
484,2012-08-11 02:00:00,16.36,11.86,0.117244444,0.75,1024.22,16.36,11.91,85,2.43,rain,clear-night,Clear,Weekend
485,2012-08-11 02:30:00,16.36,11.86,0.11855555599999999,0.75,1024.22,16.36,11.91,85,2.43,rain,clear-night,Clear,Weekend
486,2012-08-11 03:00:00,15.84,12.56,0.109955556,0.81,1023.78,15.84,11.51,84,2.45,rain,clear-night,Clear,Weekend
487,2012-08-11 03:30:00,15.84,12.56,0.101311111,0.81,1023.78,15.84,11.51,84,2.45,rain,clear-night,Clear,Weekend
488,2012-08-11 04:00:00,15.64,12.84,0.104911111,0.83,1023.51,15.64,9.58,90,2.32,rain,clear-night,Clear,Weekend
489,2012-08-11 04:30:00,15.64,12.84,0.109444444,0.83,1023.51,15.64,9.58,90,2.32,rain,clear-night,Clear,Weekend
490,2012-08-11 05:00:00,15.21,13.31,0.103244444,0.88,1023.5,15.21,8.63,83,2.0,rain,clear-day,Clear,Weekend
491,2012-08-11 05:30:00,15.21,13.31,0.133088891,0.88,1023.5,15.21,8.63,83,2.0,rain,clear-day,Clear,Weekend
492,2012-08-11 06:00:00,16.08,14.02,0.147955556,0.88,1023.27,16.08,8.88,87,2.33,rain,clear-day,Clear,Weekend
493,2012-08-11 06:30:00,16.08,14.02,0.13413333300000002,0.88,1023.27,16.08,8.88,87,2.33,rain,clear-day,Clear,Weekend
494,2012-08-11 07:00:00,17.13,14.65,0.1606,0.85,1022.93,17.13,9.87,92,3.5,rain,clear-day,Clear,Weekend
495,2012-08-11 07:30:00,17.13,14.65,0.24211111100000002,0.85,1022.93,17.13,9.87,92,3.5,rain,clear-day,Clear,Weekend
496,2012-08-11 08:00:00,18.83,13.2,0.17573333300000002,0.7,1022.74,18.83,12.12,103,4.18,rain,partly-cloudy-day,Partly Cloudy,Weekend
497,2012-08-11 08:30:00,18.83,13.2,0.2166,0.7,1022.74,18.83,12.12,103,4.18,rain,partly-cloudy-day,Partly Cloudy,Weekend
498,2012-08-11 09:00:00,20.77,12.04,0.183777778,0.57,1022.41,20.77,12.28,108,5.27,rain,partly-cloudy-day,Partly Cloudy,Weekend
499,2012-08-11 09:30:00,20.77,12.04,0.23648888699999998,0.57,1022.41,20.77,12.28,108,5.27,rain,partly-cloudy-day,Partly Cloudy,Weekend
500,2012-08-11 10:00:00,21.79,10.94,0.295622224,0.5,1022.02,21.79,12.28,102,6.02,rain,partly-cloudy-day,Partly Cloudy,Weekend
501,2012-08-11 10:30:00,21.79,10.94,0.225333333,0.5,1022.02,21.79,12.28,102,6.02,rain,partly-cloudy-day,Partly Cloudy,Weekend
502,2012-08-11 11:00:00,22.22,11.22,0.258266664,0.5,1021.22,22.22,12.62,101,5.83,rain,partly-cloudy-day,Partly Cloudy,Weekend
503,2012-08-11 11:30:00,22.22,11.22,0.248355556,0.5,1021.22,22.22,12.62,101,5.83,rain,partly-cloudy-day,Partly Cloudy,Weekend
504,2012-08-11 12:00:00,22.91,11.38,0.24148888699999999,0.48,1020.58,22.91,13.15,99,5.99,rain,partly-cloudy-day,Partly Cloudy,Weekend
505,2012-08-11 12:30:00,22.91,11.38,0.233911111,0.48,1020.58,22.91,13.15,99,5.99,rain,partly-cloudy-day,Partly Cloudy,Weekend
506,2012-08-11 13:00:00,22.83,11.01,0.257444444,0.47,1019.86,22.83,13.1,91,6.01,rain,partly-cloudy-day,Partly Cloudy,Weekend
507,2012-08-11 13:30:00,22.83,11.01,0.237622222,0.47,1019.86,22.83,13.1,91,6.01,rain,partly-cloudy-day,Partly Cloudy,Weekend
508,2012-08-11 14:00:00,22.35,10.59,0.244555558,0.47,1019.41,22.35,12.59,96,6.07,rain,clear-day,Clear,Weekend
509,2012-08-11 14:30:00,22.35,10.59,0.21424444399999998,0.47,1019.41,22.35,12.59,96,6.07,rain,clear-day,Clear,Weekend
510,2012-08-11 15:00:00,22.17,10.44,0.2244,0.47,1018.73,22.17,12.44,93,6.1,rain,partly-cloudy-day,Partly Cloudy,Weekend
511,2012-08-11 15:30:00,22.17,10.44,0.21357778,0.47,1018.73,22.17,12.44,93,6.1,rain,partly-cloudy-day,Partly Cloudy,Weekend
512,2012-08-11 16:00:00,21.23,10.93,0.254866667,0.52,1018.12,21.23,12.41,93,6.2,rain,partly-cloudy-day,Partly Cloudy,Weekend
513,2012-08-11 16:30:00,21.23,10.93,0.273177778,0.52,1018.12,21.23,12.41,93,6.2,rain,partly-cloudy-day,Partly Cloudy,Weekend
514,2012-08-11 17:00:00,20.63,11.89,0.24044444199999998,0.57,1017.59,20.63,12.94,90,6.16,rain,partly-cloudy-day,Partly Cloudy,Weekend
515,2012-08-11 17:30:00,20.63,11.89,0.277622222,0.57,1017.59,20.63,12.94,90,6.16,rain,partly-cloudy-day,Partly Cloudy,Weekend
516,2012-08-11 18:00:00,19.5,12.01,0.229600002,0.62,1017.35,19.5,12.91,87,5.67,rain,partly-cloudy-day,Partly Cloudy,Weekend
517,2012-08-11 18:30:00,19.5,12.01,0.21482222199999998,0.62,1017.35,19.5,12.91,87,5.67,rain,partly-cloudy-day,Partly Cloudy,Weekend
518,2012-08-11 19:00:00,18.48,12.35,0.2192,0.67,1017.33,18.48,12.87,85,5.06,rain,partly-cloudy-day,Partly Cloudy,Weekend
519,2012-08-11 19:30:00,18.48,12.35,0.21517777800000001,0.67,1017.33,18.48,12.87,85,5.06,rain,partly-cloudy-day,Partly Cloudy,Weekend
520,2012-08-11 20:00:00,17.8,13.29,0.204466667,0.75,1017.13,17.8,13.42,84,5.17,rain,partly-cloudy-night,Partly Cloudy,Weekend
521,2012-08-11 20:30:00,17.8,13.29,0.2388,0.75,1017.13,17.8,13.42,84,5.17,rain,partly-cloudy-night,Partly Cloudy,Weekend
522,2012-08-11 21:00:00,17.32,13.66,0.2496,0.79,1016.81,17.32,12.89,82,4.55,rain,clear-night,Clear,Weekend
523,2012-08-11 21:30:00,17.32,13.66,0.255511111,0.79,1016.81,17.32,12.89,82,4.55,rain,clear-night,Clear,Weekend
524,2012-08-11 22:00:00,16.81,14.15,0.238000002,0.84,1016.28,16.81,11.52,83,4.28,rain,clear-night,Clear,Weekend
525,2012-08-11 22:30:00,16.81,14.15,0.240911111,0.84,1016.28,16.81,11.52,83,4.28,rain,clear-night,Clear,Weekend
526,2012-08-11 23:00:00,16.79,14.14,0.178755556,0.84,1015.86,16.79,11.2,85,4.14,rain,clear-night,Clear,Weekend
527,2012-08-11 23:30:00,16.79,14.14,0.147288889,0.84,1015.86,16.79,11.2,85,4.14,rain,clear-night,Clear,Weekend
528,2012-08-12 00:00:00,16.82,14.18,0.132555556,0.84,1015.28,16.82,11.28,86,3.61,rain,clear-night,Clear,Weekend
529,2012-08-12 00:30:00,16.82,14.18,0.1342,0.84,1015.28,16.82,11.28,86,3.61,rain,clear-night,Clear,Weekend
530,2012-08-12 01:00:00,16.68,14.19,0.127933333,0.85,1014.53,16.68,10.04,85,3.53,rain,clear-night,Clear,Weekend
531,2012-08-12 01:30:00,16.68,14.19,0.110355556,0.85,1014.53,16.68,10.04,85,3.53,rain,clear-night,Clear,Weekend
532,2012-08-12 02:00:00,16.24,14.04,0.126977778,0.87,1014.14,16.24,9.06,84,3.28,rain,clear-night,Clear,Weekend
533,2012-08-12 02:30:00,16.24,14.04,0.11688888900000001,0.87,1014.14,16.24,9.06,84,3.28,rain,clear-night,Clear,Weekend
534,2012-08-12 03:00:00,16.23,14.09,0.104088889,0.87,1013.72,16.23,8.55,82,3.36,rain,clear-night,Clear,Weekend
535,2012-08-12 03:30:00,16.23,14.09,0.102044444,0.87,1013.72,16.23,8.55,82,3.36,rain,clear-night,Clear,Weekend
536,2012-08-12 04:00:00,16.43,13.6,0.095177778,0.83,1013.33,16.43,7.45,85,3.0,rain,clear-night,Clear,Weekend
537,2012-08-12 04:30:00,16.43,13.6,0.091822222,0.83,1013.33,16.43,7.45,85,3.0,rain,clear-night,Clear,Weekend
538,2012-08-12 05:00:00,16.03,13.62,0.103533333,0.86,1012.98,16.03,6.74,84,3.19,rain,clear-day,Clear,Weekend
539,2012-08-12 05:30:00,16.03,13.62,0.12820000199999998,0.86,1012.98,16.03,6.74,84,3.19,rain,clear-day,Clear,Weekend
540,2012-08-12 06:00:00,16.42,14.14,0.124422222,0.86,1012.56,16.42,7.35,88,3.22,rain,clear-day,Clear,Weekend
541,2012-08-12 06:30:00,16.42,14.14,0.119777778,0.86,1012.56,16.42,7.35,88,3.22,rain,clear-day,Clear,Weekend
542,2012-08-12 07:00:00,17.58,14.33,0.145111111,0.81,1012.49,17.58,9.04,92,3.84,rain,clear-day,Clear,Weekend
543,2012-08-12 07:30:00,17.58,14.33,0.20284444699999998,0.81,1012.49,17.58,9.04,92,3.84,rain,clear-day,Clear,Weekend
544,2012-08-12 08:00:00,18.87,14.7,0.18308888899999998,0.77,1012.3,18.87,11.12,99,3.98,rain,clear-day,Clear,Weekend
545,2012-08-12 08:30:00,18.87,14.7,0.23144444399999997,0.77,1012.3,18.87,11.12,99,3.98,rain,clear-day,Clear,Weekend
546,2012-08-12 09:00:00,21.53,14.74,0.166222222,0.65,1012.12,21.53,12.28,99,3.7,rain,partly-cloudy-day,Partly Cloudy,Weekend
547,2012-08-12 09:30:00,21.53,14.74,0.19888888899999999,0.65,1012.12,21.53,12.28,99,3.7,rain,partly-cloudy-day,Partly Cloudy,Weekend
548,2012-08-12 10:00:00,22.66,14.47,0.206622222,0.6,1011.7,22.66,12.23,102,3.53,rain,partly-cloudy-day,Partly Cloudy,Weekend
549,2012-08-12 10:30:00,22.66,14.47,0.217311111,0.6,1011.7,22.66,12.23,102,3.53,rain,partly-cloudy-day,Partly Cloudy,Weekend
550,2012-08-12 11:00:00,24.32,14.74,0.25193333100000004,0.55,1011.42,24.32,11.93,112,3.76,rain,clear-day,Clear,Weekend
551,2012-08-12 11:30:00,24.32,14.74,0.23251111300000002,0.55,1011.42,24.32,11.93,112,3.76,rain,clear-day,Clear,Weekend
552,2012-08-12 12:00:00,24.62,13.44,0.190644444,0.5,1011.11,24.62,12.57,119,3.77,rain,partly-cloudy-day,Partly Cloudy,Weekend
553,2012-08-12 12:30:00,24.62,13.44,0.235466667,0.5,1011.11,24.62,12.57,119,3.77,rain,partly-cloudy-day,Partly Cloudy,Weekend
554,2012-08-12 13:00:00,25.07,13.07,0.308333336,0.47,1011.21,25.07,12.89,121,3.8,rain,partly-cloudy-day,Partly Cloudy,Weekend
555,2012-08-12 13:30:00,25.07,13.07,0.22313333300000002,0.47,1011.21,25.07,12.89,121,3.8,rain,partly-cloudy-day,Partly Cloudy,Weekend
556,2012-08-12 14:00:00,25.13,12.78,0.233288887,0.46,1011.24,25.13,13.16,149,3.49,rain,partly-cloudy-day,Partly Cloudy,Weekend
557,2012-08-12 14:30:00,25.13,12.78,0.220933333,0.46,1011.24,25.13,13.16,149,3.49,rain,partly-cloudy-day,Partly Cloudy,Weekend
558,2012-08-12 15:00:00,25.05,13.66,0.20802222,0.49,1011.08,25.05,12.28,152,3.57,rain,partly-cloudy-day,Partly Cloudy,Weekend
559,2012-08-12 15:30:00,25.05,13.66,0.178466667,0.49,1011.08,25.05,12.28,152,3.57,rain,partly-cloudy-day,Partly Cloudy,Weekend
560,2012-08-12 16:00:00,24.3,14.16,0.195577778,0.53,1011.1,24.3,13.02,170,3.26,rain,partly-cloudy-day,Partly Cloudy,Weekend
561,2012-08-12 16:30:00,24.3,14.16,0.211177778,0.53,1011.1,24.3,13.02,170,3.26,rain,partly-cloudy-day,Partly Cloudy,Weekend
562,2012-08-12 17:00:00,23.21,15.38,0.19964444399999998,0.61,1010.97,23.21,12.96,194,3.37,rain,partly-cloudy-day,Partly Cloudy,Weekend
563,2012-08-12 17:30:00,23.21,15.38,0.265155556,0.61,1010.97,23.21,12.96,194,3.37,rain,partly-cloudy-day,Partly Cloudy,Weekend
564,2012-08-12 18:00:00,22.72,14.66,0.247644447,0.6,1010.8,22.72,12.78,197,3.4,rain,partly-cloudy-day,Partly Cloudy,Weekend
565,2012-08-12 18:30:00,22.72,14.66,0.19308888899999999,0.6,1010.8,22.72,12.78,197,3.4,rain,partly-cloudy-day,Partly Cloudy,Weekend
566,2012-08-12 19:00:00,21.23,15.19,0.19771111100000002,0.68,1011.0,21.23,13.02,199,3.4,rain,partly-cloudy-day,Partly Cloudy,Weekend
567,2012-08-12 19:30:00,21.23,15.19,0.19571111100000002,0.68,1011.0,21.23,13.02,199,3.4,rain,partly-cloudy-day,Partly Cloudy,Weekend
568,2012-08-12 20:00:00,19.91,15.03,0.250555556,0.74,1011.42,19.91,13.16,209,3.17,rain,partly-cloudy-night,Partly Cloudy,Weekend
569,2012-08-12 20:30:00,19.91,15.03,0.235044444,0.74,1011.42,19.91,13.16,209,3.17,rain,partly-cloudy-night,Partly Cloudy,Weekend
570,2012-08-12 21:00:00,18.74,14.41,0.23126666699999998,0.76,1011.81,18.74,12.67,211,3.03,rain,clear-night,Clear,Weekend
571,2012-08-12 21:30:00,18.74,14.41,0.213555556,0.76,1011.81,18.74,12.67,211,3.03,rain,clear-night,Clear,Weekend
572,2012-08-12 22:00:00,17.77,14.37,0.219155556,0.8,1011.97,17.77,11.78,210,2.67,rain,clear-night,Clear,Weekend
573,2012-08-12 22:30:00,17.77,14.37,0.18975555600000002,0.8,1011.97,17.77,11.78,210,2.67,rain,clear-night,Clear,Weekend
574,2012-08-12 23:00:00,16.81,13.91,0.19562222199999998,0.83,1011.97,16.81,11.57,209,2.35,rain,clear-night,Clear,Weekend
575,2012-08-12 23:30:00,16.81,13.91,0.18100000000000002,0.83,1011.97,16.81,11.57,209,2.35,rain,clear-night,Clear,Weekend
576,2012-08-13 00:00:00,16.62,14.18,0.165333333,0.86,1012.04,16.62,11.84,212,2.58,rain,clear-night,Clear,Weekday
577,2012-08-13 00:30:00,16.62,14.18,0.150086957,0.86,1012.04,16.62,11.84,212,2.58,rain,clear-night,Clear,Weekday
578,2012-08-13 01:00:00,16.17,13.82,0.132782609,0.86,1012.01,16.17,11.06,201,2.45,rain,partly-cloudy-night,Partly Cloudy,Weekday
579,2012-08-13 01:30:00,16.17,13.82,0.11026087,0.86,1012.01,16.17,11.06,201,2.45,rain,partly-cloudy-night,Partly Cloudy,Weekday
580,2012-08-13 02:00:00,15.7,13.81,0.125891304,0.89,1011.84,15.7,10.88,199,1.72,rain,partly-cloudy-night,Partly Cloudy,Weekday
581,2012-08-13 02:30:00,15.7,13.81,0.110913043,0.89,1011.84,15.7,10.88,199,1.72,rain,partly-cloudy-night,Partly Cloudy,Weekday
582,2012-08-13 03:00:00,15.62,14.08,0.111369565,0.91,1011.74,15.62,10.8,176,1.34,rain,partly-cloudy-night,Partly Cloudy,Weekday
583,2012-08-13 03:30:00,15.62,14.08,0.101195652,0.91,1011.74,15.62,10.8,176,1.34,rain,partly-cloudy-night,Partly Cloudy,Weekday
584,2012-08-13 04:00:00,15.26,13.82,0.095652174,0.91,1011.47,15.26,10.33,165,1.31,rain,partly-cloudy-night,Partly Cloudy,Weekday
585,2012-08-13 04:30:00,15.26,13.82,0.109,0.91,1011.47,15.26,10.33,165,1.31,rain,partly-cloudy-night,Partly Cloudy,Weekday
586,2012-08-13 05:00:00,15.73,14.22,0.099891304,0.91,1011.19,15.73,9.5,146,1.86,rain,partly-cloudy-day,Partly Cloudy,Weekday
587,2012-08-13 05:30:00,15.73,14.22,0.129608693,0.91,1011.19,15.73,9.5,146,1.86,rain,partly-cloudy-day,Partly Cloudy,Weekday
588,2012-08-13 06:00:00,16.22,14.36,0.165021739,0.89,1011.18,16.22,10.54,147,2.22,rain,partly-cloudy-day,Partly Cloudy,Weekday
589,2012-08-13 06:30:00,16.22,14.36,0.147847826,0.89,1011.18,16.22,10.54,147,2.22,rain,partly-cloudy-day,Partly Cloudy,Weekday
590,2012-08-13 07:00:00,17.07,14.52,0.159847826,0.85,1011.1,17.07,12.63,142,2.46,rain,partly-cloudy-day,Partly Cloudy,Weekday
591,2012-08-13 07:30:00,17.07,14.52,0.166630435,0.85,1011.1,17.07,12.63,142,2.46,rain,partly-cloudy-day,Partly Cloudy,Weekday
592,2012-08-13 08:00:00,18.82,14.99,0.14619565199999998,0.78,1011.04,18.82,13.07,145,3.48,rain,partly-cloudy-day,Partly Cloudy,Weekday
593,2012-08-13 08:30:00,18.82,14.99,0.204630435,0.78,1011.04,18.82,13.07,145,3.48,rain,partly-cloudy-day,Partly Cloudy,Weekday
594,2012-08-13 09:00:00,20.66,15.12,0.182304348,0.71,1011.04,20.66,12.76,169,3.83,rain,partly-cloudy-day,Partly Cloudy,Weekday
595,2012-08-13 09:30:00,20.66,15.12,0.151347826,0.71,1011.04,20.66,12.76,169,3.83,rain,partly-cloudy-day,Partly Cloudy,Weekday
596,2012-08-13 10:00:00,21.48,15.93,0.191456522,0.71,1010.95,21.43,13.04,182,4.13,rain,partly-cloudy-day,Partly Cloudy,Weekday
597,2012-08-13 10:30:00,21.48,15.93,0.140630435,0.71,1010.95,21.43,13.04,182,4.13,rain,partly-cloudy-day,Partly Cloudy,Weekday
598,2012-08-13 11:00:00,22.32,14.48,0.159326087,0.61,1010.78,22.32,13.52,183,4.19,rain,partly-cloudy-day,Partly Cloudy,Weekday
599,2012-08-13 11:30:00,22.32,14.48,0.20969565199999998,0.61,1010.78,22.32,13.52,183,4.19,rain,partly-cloudy-day,Partly Cloudy,Weekday
600,2012-08-13 12:00:00,22.68,13.56,0.224086957,0.56,1010.87,22.68,13.07,187,4.77,rain,partly-cloudy-day,Partly Cloudy,Weekday
601,2012-08-13 12:30:00,22.68,13.56,0.20597826100000002,0.56,1010.87,22.68,13.07,187,4.77,rain,partly-cloudy-day,Partly Cloudy,Weekday
602,2012-08-13 13:00:00,22.47,13.57,0.18943478,0.57,1010.93,22.47,13.15,186,4.55,rain,partly-cloudy-day,Partly Cloudy,Weekday
603,2012-08-13 13:30:00,22.47,13.57,0.201565217,0.57,1010.93,22.47,13.15,186,4.55,rain,partly-cloudy-day,Partly Cloudy,Weekday
604,2012-08-13 14:00:00,21.13,14.57,0.20797826100000003,0.66,1010.98,21.13,13.07,187,4.35,rain,partly-cloudy-day,Partly Cloudy,Weekday
605,2012-08-13 14:30:00,21.13,14.57,0.16852173899999998,0.66,1010.98,21.13,13.07,187,4.35,rain,partly-cloudy-day,Partly Cloudy,Weekday
606,2012-08-13 15:00:00,20.27,14.98,0.18176087,0.72,1010.97,20.27,13.07,185,4.0,rain,partly-cloudy-day,Partly Cloudy,Weekday
607,2012-08-13 15:30:00,20.27,14.98,0.166934783,0.72,1010.97,20.27,13.07,185,4.0,rain,partly-cloudy-day,Partly Cloudy,Weekday
608,2012-08-13 16:00:00,20.52,14.68,0.19380434800000002,0.69,1010.81,20.52,12.55,181,3.74,rain,partly-cloudy-day,Partly Cloudy,Weekday
609,2012-08-13 16:30:00,20.52,14.68,0.23773913,0.69,1010.81,20.52,12.55,181,3.74,rain,partly-cloudy-day,Partly Cloudy,Weekday
610,2012-08-13 17:00:00,20.43,15.54,0.206456522,0.74,1010.62,20.41,12.81,176,3.49,rain,partly-cloudy-day,Partly Cloudy,Weekday
611,2012-08-13 17:30:00,20.43,15.54,0.205956522,0.74,1010.62,20.41,12.81,176,3.49,rain,partly-cloudy-day,Partly Cloudy,Weekday
612,2012-08-13 18:00:00,19.9,15.54,0.204608696,0.76,1010.63,19.87,11.39,176,3.85,rain,partly-cloudy-day,Partly Cloudy,Weekday
613,2012-08-13 18:30:00,19.9,15.54,0.19480434800000002,0.76,1010.63,19.87,11.39,176,3.85,rain,partly-cloudy-day,Partly Cloudy,Weekday
614,2012-08-13 19:00:00,18.97,16.02,0.19823913,0.84,1010.68,18.84,11.15,169,3.14,rain,partly-cloudy-day,Partly Cloudy,Weekday
615,2012-08-13 19:30:00,18.97,16.02,0.21939130399999998,0.84,1010.68,18.84,11.15,169,3.14,rain,partly-cloudy-day,Partly Cloudy,Weekday
616,2012-08-13 20:00:00,18.62,16.12,0.268326087,0.86,1010.9,18.46,12.38,159,3.16,rain,partly-cloudy-night,Partly Cloudy,Weekday
617,2012-08-13 20:30:00,18.62,16.12,0.264086959,0.86,1010.9,18.46,12.38,159,3.16,rain,partly-cloudy-night,Partly Cloudy,Weekday
618,2012-08-13 21:00:00,18.29,16.47,0.234630435,0.9,1011.09,18.07,12.71,155,2.83,rain,partly-cloudy-night,Mostly Cloudy,Weekday
619,2012-08-13 21:30:00,18.29,16.47,0.215369565,0.9,1011.09,18.07,12.71,155,2.83,rain,partly-cloudy-night,Mostly Cloudy,Weekday
620,2012-08-13 22:00:00,18.21,16.45,0.250673915,0.91,1010.96,17.98,11.86,146,1.97,rain,partly-cloudy-night,Partly Cloudy,Weekday
621,2012-08-13 22:30:00,18.21,16.45,0.204652174,0.91,1010.96,17.98,11.86,146,1.97,rain,partly-cloudy-night,Partly Cloudy,Weekday
622,2012-08-13 23:00:00,18.13,16.43,0.14976087,0.91,1010.8,17.9,10.57,144,2.45,rain,partly-cloudy-night,Mostly Cloudy,Weekday
623,2012-08-13 23:30:00,18.13,16.43,0.130021739,0.91,1010.8,17.9,10.57,144,2.45,rain,partly-cloudy-night,Mostly Cloudy,Weekday
624,2012-08-14 00:00:00,18.1,16.16,0.12604347800000001,0.9,1010.61,17.92,9.61,143,2.29,rain,partly-cloudy-night,Partly Cloudy,Weekday
625,2012-08-14 00:30:00,18.1,16.16,0.12095555599999999,0.9,1010.61,17.92,9.61,143,2.29,rain,partly-cloudy-night,Partly Cloudy,Weekday
626,2012-08-14 01:00:00,18.15,16.49,0.1142,0.91,1010.46,17.92,9.3,142,2.35,rain,partly-cloudy-night,Mostly Cloudy,Weekday
627,2012-08-14 01:30:00,18.15,16.49,0.105311111,0.91,1010.46,17.92,9.3,142,2.35,rain,partly-cloudy-night,Mostly Cloudy,Weekday
628,2012-08-14 02:00:00,18.18,16.82,0.10893333300000001,0.93,1010.39,17.89,9.08,163,2.28,rain,partly-cloudy-night,Mostly Cloudy,Weekday
629,2012-08-14 02:30:00,18.18,16.82,0.12446666699999999,0.93,1010.39,17.89,9.08,163,2.28,rain,partly-cloudy-night,Mostly Cloudy,Weekday
630,2012-08-14 03:00:00,18.17,16.53,0.111155556,0.92,1010.11,17.93,9.33,150,1.9,rain,partly-cloudy-night,Mostly Cloudy,Weekday
631,2012-08-14 03:30:00,18.17,16.53,0.094222222,0.92,1010.11,17.93,9.33,150,1.9,rain,partly-cloudy-night,Mostly Cloudy,Weekday
632,2012-08-14 04:00:00,18.24,16.92,0.09542222199999999,0.94,1009.96,17.94,9.77,180,1.82,rain,partly-cloudy-night,Mostly Cloudy,Weekday
633,2012-08-14 04:30:00,18.24,16.92,0.11131111099999999,0.94,1009.96,17.94,9.77,180,1.82,rain,partly-cloudy-night,Mostly Cloudy,Weekday
634,2012-08-14 05:00:00,18.18,16.87,0.10724444400000001,0.94,1010.34,17.88,10.01,178,1.87,rain,partly-cloudy-day,Partly Cloudy,Weekday
635,2012-08-14 05:30:00,18.18,16.87,0.13704444400000002,0.94,1010.34,17.88,10.01,178,1.87,rain,partly-cloudy-day,Partly Cloudy,Weekday
636,2012-08-14 06:00:00,18.1,16.52,0.166111111,0.92,1010.62,17.86,9.22,195,2.15,rain,partly-cloudy-day,Partly Cloudy,Weekday
637,2012-08-14 06:30:00,18.1,16.52,0.12517777800000002,0.92,1010.62,17.86,9.22,195,2.15,rain,partly-cloudy-day,Partly Cloudy,Weekday
638,2012-08-14 07:00:00,17.81,16.11,0.139577778,0.91,1011.09,17.62,10.75,210,2.48,rain,partly-cloudy-day,Partly Cloudy,Weekday
639,2012-08-14 07:30:00,17.81,16.11,0.165444444,0.91,1011.09,17.62,10.75,210,2.48,rain,partly-cloudy-day,Partly Cloudy,Weekday
640,2012-08-14 08:00:00,18.43,15.7,0.163177778,0.85,1011.31,18.33,12.05,211,2.47,rain,partly-cloudy-day,Partly Cloudy,Weekday
641,2012-08-14 08:30:00,18.43,15.7,0.174377778,0.85,1011.31,18.33,12.05,211,2.47,rain,partly-cloudy-day,Partly Cloudy,Weekday
642,2012-08-14 09:00:00,19.87,15.61,0.157955556,0.77,1011.55,19.82,12.78,211,2.85,rain,partly-cloudy-day,Partly Cloudy,Weekday
643,2012-08-14 09:30:00,19.87,15.61,0.141355556,0.77,1011.55,19.82,12.78,211,2.85,rain,partly-cloudy-day,Partly Cloudy,Weekday
644,2012-08-14 10:00:00,21.21,14.82,0.1334,0.67,1011.79,21.21,12.59,207,2.73,rain,partly-cloudy-day,Partly Cloudy,Weekday
645,2012-08-14 10:30:00,21.21,14.82,0.208133333,0.67,1011.79,21.21,12.59,207,2.73,rain,partly-cloudy-day,Partly Cloudy,Weekday
646,2012-08-14 11:00:00,22.01,14.47,0.165711111,0.62,1011.67,22.01,12.15,196,3.38,rain,partly-cloudy-day,Partly Cloudy,Weekday
647,2012-08-14 11:30:00,22.01,14.47,0.185577778,0.62,1011.67,22.01,12.15,196,3.38,rain,partly-cloudy-day,Partly Cloudy,Weekday
648,2012-08-14 12:00:00,21.95,14.11,0.20635555600000002,0.61,1011.59,21.95,13.07,202,3.2,rain,partly-cloudy-day,Partly Cloudy,Weekday
649,2012-08-14 12:30:00,21.95,14.11,0.176888889,0.61,1011.59,21.95,13.07,202,3.2,rain,partly-cloudy-day,Partly Cloudy,Weekday
650,2012-08-14 13:00:00,23.27,14.43,0.1806,0.58,1011.66,23.27,13.36,198,3.18,rain,partly-cloudy-day,Partly Cloudy,Weekday
651,2012-08-14 13:30:00,23.27,14.43,0.24131111100000002,0.58,1011.66,23.27,13.36,198,3.18,rain,partly-cloudy-day,Partly Cloudy,Weekday
652,2012-08-14 14:00:00,23.97,14.41,0.259800004,0.55,1011.44,23.97,13.07,196,3.08,rain,partly-cloudy-day,Partly Cloudy,Weekday
653,2012-08-14 14:30:00,23.97,14.41,0.164333333,0.55,1011.44,23.97,13.07,196,3.08,rain,partly-cloudy-day,Partly Cloudy,Weekday
654,2012-08-14 15:00:00,23.9,14.59,0.22013333300000001,0.56,1011.12,23.9,13.52,184,3.31,rain,partly-cloudy-day,Partly Cloudy,Weekday
655,2012-08-14 15:30:00,23.9,14.59,0.198666667,0.56,1011.12,23.9,13.52,184,3.31,rain,partly-cloudy-day,Partly Cloudy,Weekday
